pk,jsondata,id,name,description,markup_description,analyzed,gloss,type,source,comment,original_script,xhtml,markup_text,markup_analyzed,markup_gloss,markup_comment,language_pk,version
3612,,2315,"ARM: dahaki ""brachium"" HAND: no ""manus""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: dahaki</p>
</td>
<td>
<p>""brachium""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: no</p>
</td>
<td>
<p>""manus""</p>
</td>
</tr>
</table></div>",,,,,322,1
3613,,igt-2136,[coomu tampikki paɳam kuʈutt atu] aaccariyamaa iruntatu,It was surpring that Somu gave younger brother the money.,,[coomu	tampikki	paɳam	kuʈutt	atu]	aaccariyamaa	iruntatu,Somu	younger.brother.dat	money	give.pst	an	surprising	be.pst.3sg.n,,,,,,,[coomu	tampikki	paɳam	kuʈutt	atu]	aaccariyamaa	iruntatu,Somu	younger.brother.dat	money	give.pst	an	surprising	be.pst.3sg.n,"<div class=""comments"">
  
</div>",2356,1
3689,,igt-2174,hyb-at','move',,hyb-at',move.IMPF-INF,,,,,,,hyb-at',move.IMPF-INF,"<div class=""comments"">
  <p> a: 183,  </p>
</div>",1201,1
3614,,2317,"kakau ""finger, toe""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>kakau</p>
</td>
<td>
<p>""finger, toe""</p>
</td>
</tr>
</table></div>",,,,,371,1
3692,,igt-2177,T i en i r i i b i er i -g i ey sawlux!,‘God give(you) health!,,T i en i r i i	b i er i -g i ey	sawlux!,God	give-OPT	health,,,,,,,T<sup>i</sup>en<sup>i</sup>r<sup>i</sup>i	b<sup>i</sup>er<sup>i</sup>-g<sup>i</sup>ey	sawlux!,God	give-OPT	health,"<div class=""comments"">
  <p> </p>

<p>source: Eva Csato, p.c.</p>

</div>",697,1
3615,,2318,"ARM: gue⁴che³ ""brazo, paleta, ala"" HAND: t a ²' a ⁴ ""mano, hoja, follaje, penca, manija, manga, rastro""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: gue⁴che³</p>
</td>
<td>
<p>""brazo, paleta, ala""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: t<u>a</u>²'<u>a</u>⁴</p>
</td>
<td>
<p>""mano, hoja, follaje, penca, manija, manga, rastro""</p>
</td>
</tr>
</table></div>",,,,,309,1
3616,,igt-2137,bininj na-mak,good man,,bininj	na-mak,man	I-good,,,,,,,"<span style=""font-style:italic;""><i>bininj</i></span>	<span style=""font-style:italic;""><i>na-mak</i></span>",man	I-good,,2172,1
3617,,igt-2138,daluk ngal-mak,good woman,,daluk	ngal-mak,woman	II-good,,,,,,,"<span style=""font-style:italic;""><i>daluk</i></span>	<span style=""font-style:italic;""><i>ngal-mak</i></span>",woman	II-good,,2172,1
3618,,igt-2139,kamarn man-mak,good cheeky yam,,kamarn	man-mak,cheeky.yam	III-good,,,,,,,"<span style=""font-style:italic;""><i>kamarn</i></span>	<span style=""font-style:italic;""><i>man-mak</i></span>",cheeky.yam	III-good,,2172,1
3619,,igt-2140,kukku kun-mak,good water,,kukku	kun-mak,water	IV-good,,,,,,,"<span style=""font-style:italic;""><i>kukku</i></span>	<span style=""font-style:italic;""><i>kun-mak</i></span>",water	IV-good,,2172,1
3620,,igt-2141,Bernd - in,Bernd’s group,,Bernd - in,Bernd - PL,,,,,,,"Bernd<span class=""s2"">-</span>in","Bernd<span class=""s2"">-</span>PL","<div class=""comments"">
  <p>(Fritz Serzisko, p.c.)</p>
</div>",2262,1
3621,,2321,comitative marker: reheve,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>reheve</dd>
  </dl>
</div>",,,,,2492,1
3622,,2322,"tasik unɨ ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>tasik unɨ</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,1505,1
3623,,2323,instrumental marker: 0,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>0</dd>
  </dl>
</div>",,,,,2032,1
3624,,2841,comitative marker: hi-,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>hi-</dd>
  </dl>
</div>",,,,,2187,1
3625,,2324,ē ‘3 rd subject’ q ‘3 rd object’ -k ‘near 1’ ōx ‘near 2’ ɛ̄q ‘near 3’,,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>ē</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> subject’</p>
</td>
</tr>
<tr>
<td>
<p><i>q</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> object’</p>
</td>
</tr>
<tr>
<td>
<p><i>-k</i></p>
</td>
<td>
<p>‘near 1’</p>
</td>
</tr>
<tr>
<td>
<p><i>ōx</i></p>
</td>
<td>
<p>‘near 2’</p>
</td>
</tr>
<tr>
<td>
<p><i>ɛ̄q</i></p>
</td>
<td>
<p>‘near 3’</p>
</td>
</tr>
</table></div>",,,,,2137,1
3626,,2325,a. Bāz Kh ānāsk ‘Baz Khan and his family’ b.. Mīr Hamza gh āsk ‘Mir Hamza and his party’ c. filāna gh,,,,,,,,,"<div class=""comments"">
  <p><div class=""Example""><p class=""p1""></p>
<p class=""p1"">a.</p>
<p class=""p1"">Bāz<span class=""s4"">Kh</span>ānāsk</p>
<p class=""p1"">‘Baz Khan and his family’</p>
<p class=""p1""> </p>
<p class=""p1"">b..</p>
<p class=""p1"">Mīr Hamza<span class=""s4"">gh</span>āsk</p>
<p class=""p1"">‘Mir Hamza and his party’</p>
<p class=""p1""> </p>
<p class=""p1"">c.</p>
<p class=""p1"">filāna<span class=""s4"">gh</span>āsk</p>
<p class=""p1"">‘so-and-so and his lot’</p>
<p class=""p1""> </p>
<p class=""p1"">d.</p>
<p class=""p1"">lumma<span class=""s4"">gh</span>āsk</p>
<p class=""p1"">‘mother and her people’</p>
<p class=""p1""> </p>
<p class=""p1"">e.</p>
<p class=""p1"">bāva<span class=""s4"">gh</span>āsk</p>
<p class=""p1"">‘relations on father’s side’</p>
<p class=""p1""> </p>
<p class=""p1"">f.</p>
<p class=""p1"">plēṭcalāsk</p>
<p class=""p1"">‘the Political officer and his following’</p>
<p class=""p1""> </p>
<p class=""p1"">g.</p>
<p class=""p1"">î chāva ki kanā illanā ma<span class=""s4"">lh</span>
Bāz<span class=""s4"">Kh</span>ānāstā pinaṭ nē sahī karēne ki
filāna<span class=""s4"">gh</span>āk gandao banda<span class=""s4"">gh</span> o, oftā urāṭī himpa</p>
<p class=""p1"">‘I know that my cousin, hunting definitely at Baz
Khan and his folk, has given you to understand that so and so are
bad lots, and that you shouldn’t visit their houses.’</p>
<p class=""p1""> </p>
<p class=""p1"">h.</p>
<p class=""p1"">dā<b>filāna</b><span class=""s4""><b>gh</b></span>ā<b>sk</b> ki numā rahāi tūsura, arāng
hināno?</p>
<p class=""p1"">‘Where have what d’you call him and his people gone,
who used to live near you?’</p>
<p class=""p1""> </p>
<p class=""p1"">“&lt;…&gt; curious PLral formation in–āsk (if
necessary,-ghāsk) in the case of proper name, which denotes, not a
number of persons of that name, but the family or party of that
person, including properly the person himself.”</p>
<p class=""p1""> </p>
<p class=""p1"">(Brays 1909: 41, 106)</p>
<p class=""p1""> </p></div></p>
</div>",,,,,2412,1
3627,,2326,"-miṣ ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>-miṣ</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,2507,1
3628,,2327,"ARM: s'chuàgan ""arm"" HAND: chelsh ""hand ... finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: s'chuàgan</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: chelsh</p>
</td>
<td>
<p>""hand ... finger""</p>
</td>
</tr>
</table></div>",,,,,1758,1
3629,,2328,"ARM: tanpa' ""brazo...pata delantera de los animales"" HAND: imira ""mano...dedo""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: tanpa'</p>
</td>
<td>
<p>""brazo...pata delantera de los animales""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: imira</p>
</td>
<td>
<p>""mano...dedo""</p>
</td>
</tr>
</table></div>",,,,,1163,1
3630,,2329,ɖevídidi child.seek.an ’the seeking for a child’,,,,,,,,,"<div class=""comments"">
  <p>ɖevídidi</p>
<p>child.seek.an</p>
<p>’the seeking for a child’</p>
</div>",,,,,2443,1
3631,,2330,instrumental marker: -zi,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-zi</dd>
  </dl>
</div>",,,,,1458,1
3632,,igt-2142,u -pana',my ear,,u -pana',1.poss -ear,,,,,,,"<span style=""font-style:italic;""> <b>u</b>-pana'</span>","<b>1.</b> <span style=""font-weight:bold; font-variant: small-caps;"">poss</span>-ear",,2337,1
3633,,2332,"ARM: kuboko ""arm, forearm, railing"" HAND: cisansa ""palm of hand, hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: kuboko</p>
</td>
<td>
<p>""arm, forearm, railing""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: cisansa</p>
</td>
<td>
<p>""palm of hand, hand""</p>
</td>
</tr>
</table></div>",,,,,1296,1
3634,,2333,pronominal and adnominal differentiated: jluuʔ ajkiina aj machiiʔw aj / naq / ajaj neutral,,,,,,,,,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal differentiated:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td13"" valign=""top"">
<p class=""p1"">jluuʔ</p>
<p class=""p1"">ajkiina</p>
<p class=""p1"">aj machiiʔw</p>
</td>
<td class=""td12"" valign=""top"">
<p class=""p1"">aj / naq / ajaj</p>
</td>
<td class=""td24"" valign=""top"">
<p class=""p1"">neutral</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>",,,,,2252,1
3635,,igt-2143,bassu kāru onda kk ondu ðikki hoðedavu,the bus and the car hit each other,,bassu	kāru	onda	kk	ondu	ðikki	hoðedavu,bus	car	one	DAT	one	collision	hit-PST-3PL,,,,,,,bassu	kāru	onda	kk	ondu	ðikki	hoðedavu,bus	car	one	DAT	one	collision	hit-PST-3PL,"<div class=""comments"">
  <p>reciprocal marker: obba-CASE-obba or ondu-CASE-ondu</p>
<p>one-CASE-one</p>
</div>",2527,1
3690,,igt-2175,hnu-t','move',,hnu-t',move.PFV-INF,,,,,,,hnu-t',move.PFV-INF,"<div class=""comments"">
  <p> a: 183,  </p>
</div>",1201,1
3903,,igt-2283,dxiyat dan et hahacaa,Dan's rejection of the offer,,dxiyat	dan	et	hahacaa,reject.an.constr	Dan	def.obj	def.offer,,,,,,,dxiyat	dan	et	hahacaa,reject.an.constr	Dan	def.obj	def.offer,"<div class=""comments"">
  
</div>",2511,1
3636,,2335,ih ‘3 rd person’ e ‘near 1’ en ’near 2’ o ‘distant’,,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>ih</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> person’</p>
</td>
</tr>
<tr>
<td>
<p><i>e</i></p>
</td>
<td>
<p>‘near 1’</p>
</td>
</tr>
<tr>
<td>
<p><i>en</i></p>
</td>
<td>
<p>’near 2’</p>
</td>
</tr>
<tr>
<td>
<p><i>o</i></p>
</td>
<td>
<p>‘distant’</p>
</td>
</tr>
</table></div>",,,,,2294,1
3637,,2336,"al k'ab' ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>al k'ab'</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,1307,1
3638,,2337,"mí.p’ (M), mí.t’ (F) ‘3 rd pronouns’ mé ‘this’ ʔó ‘that’ bá ‘distant’",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>mí.p’</i> (M), <i>mí.t’</i> (F)</p>
</td>
<td>
<p>‘3<sup>rd</sup> pronouns’</p>
</td>
</tr>
<tr>
<td>
<p><i>mé</i></p>
</td>
<td>
<p>‘this’</p>
</td>
</tr>
<tr>
<td>
<p><i>ʔó</i></p>
</td>
<td>
<p>‘that’</p>
</td>
</tr>
<tr>
<td>
<p><i>bá</i></p>
</td>
<td>
<p>‘distant’</p>
</td>
</tr>
</table></div>",,,,,1942,1
3639,,2338,pronominal and adnominal identical: ye vo proximal distal,,,,,,,,,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">ye</p>
<p class=""p1"">vo</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>",,,,,1969,1
3640,,2339,comitative marker: -ğur,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-ğur</dd>
  </dl>
</div>",,,,,2463,1
3641,,2340,"iksa iċa ""finger"" íksa ítcha ""finger (lit. ""of the arm its end"")""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>iksa iċa</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
<tr>
<td>
<p>íksa ítcha</p>
</td>
<td>
<p>""finger (lit. ""of the arm its end"")""</p>
</td>
</tr>
</table></div>",,,,,1106,1
3642,,igt-2144,mànjáā mù ná’à à fɛ’ɛ,It was the chief whom I saw.,,mànjáā	mù	ná’à	à	fɛ’ɛ,				see.PERF,,,,,,,"<span style=""font-style:italic;""><i>mànjáā</i></span>	<span style=""font-style:italic;""><i>mù</i></span>	<span style=""font-style:italic;""><i>ná’à</i></span>	<span style=""font-style:italic;""><i>à</i></span>	<span style=""font-style:italic;""><i>fɛ’ɛ</i></span>",				see. PERF,,2108,1
3643,,igt-2145,mō kóro mú nda,I am an old man.,,mō	kóro	mú	nda,man	old	FOC/COP	I,,,,,,,"<span style=""font-style:italic;""><i>mō</i></span>	<span style=""font-style:italic;""><i>kóro</i></span>	<span style=""font-style:italic;""><i>mú</i></span>	<span style=""font-style:italic;""><i>nda</i></span>",man	old	FOC/COP	I,,2108,1
3644,,2342,comitative marker: -waʔi,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-waʔi</dd>
  </dl>
</div>",,,,,2134,1
3645,,2343,"ntiv teg ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ntiv teg</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,877,1
3646,,2344,"juj ""dedo""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>juj</p>
</td>
<td>
<p>""dedo""</p>
</td>
</tr>
</table></div>",,,,,2469,1
3647,,2345,instrumental and comitative marker: -n,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>-n</dd>
  </dl>
</div>",,,,,2513,1
3648,,2346,"ṣbeЄ ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ṣbeЄ</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,2199,1
3649,,igt-2146,ira - Wali,Wali and his friends,,ira - Wali,PL - Wali,,,,,,,"ira<span class=""s2"">-</span>Wali","PL<span class=""s2"">-</span>Wali","<div class=""comments"">
  <p>(Lea Brown, p.c.)</p>
</div>",2081,1
3650,,igt-2147,ira - ina,mothers,,ira - ina,PL - mother,,,,,,,"ira<span class=""s2"">-</span>ina","PL<span class=""s2"">-</span>mother","<div class=""comments"">
  <p>(Lea Brown, p.c.)</p>
</div>",2081,1
3651,,igt-2148,tinerak ya ing anak ku,My child danced.,,tinerak	ya	ing	anak	ku,	3 SG			,,,,,,,"<span style=""font-style:italic;""><i>tinerak</i></span>	<span style=""font-style:italic;""><i>ya</i></span>	<span style=""font-style:italic;""><i>ing</i></span>	<span style=""font-style:italic;""><i>anak</i></span>	<span style=""font-style:italic;""><i>ku</i></span>",	3 SG			,,1869,1
3652,,igt-2149,mestro ya ing lalaki,The boy is a teacher.,,mestro	ya	ing	lalaki,teacher	3 SG	ART	boy,,,,,,,"<span style=""font-style:italic;""><i>mestro</i></span>	<span style=""font-style:italic;""><i>ya</i></span>	<span style=""font-style:italic;""><i>ing</i></span>	<span style=""font-style:italic;""><i>lalaki</i></span>",teacher	3 SG	ART	boy,,1869,1
3653,,igt-2150,ati ya ing lalaki king eskwela,The boy is in school.,,ati	ya	ing	lalaki	king	eskwela,be	3 SG	ART	boy	at	school,,,,,,,"<span style=""font-style:italic;""><i>ati</i></span>	<span style=""font-style:italic;""><i>ya</i></span>	<span style=""font-style:italic;""><i>ing</i></span>	<span style=""font-style:italic;""><i>lalaki</i></span>	<span style=""font-style:italic;""><i>king</i></span>	<span style=""font-style:italic;""><i>eskwela</i></span>",be	3 SG	ART	boy	at	school,,1869,1
3654,,2349,"ARM: hi'chan-po ""arm"" HAND: hi'cha ""hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: hi'chan-po</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: hi'cha</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>",,,,,1889,1
3655,,igt-2151,Pojne-j-ben lew-din erd'-ije.,I want the white one.,,Pojne-j-ben	lew-din	erd'-ije.,white-PTCP-NMLZ	eat-INF	want-1SG.INTR,,,,,,,<i>Pojne-j-ben </i>	<i>lew-din </i>	<i>erd'-ije. </i>,white-PTCP-NMLZ	eat-INF	want-1SG.INTR,,2504,1
3656,,igt-2152,un 'one' quelqu'un 'somebody',part 'part' quelque part 'somewhere',,un	'one'	quelqu'un	'somebody',chose	'thing'	quelque chose	'something',,,,,,,"<span style=""font-style:italic;""><i>un</i></span>	'one'	<span style=""font-style:italic;""><i>quelqu'un</i></span>	'somebody'","<span style=""font-style:italic;""><i>chose</i></span>	'thing'	<span style=""font-style:italic;""><i>quelque chose</i></span>	'something'",,2550,1
3657,,2352,"ARM: taliķ ""arm"" HAND: argaich ""hand, fingers""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: taliķ</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: argaich</p>
</td>
<td>
<p>""hand, fingers""</p>
</td>
</tr>
</table></div>",,,,,540,1
3691,,igt-2176,barae eno moto,‘Brazil’ (lit. ‘Brazilians' land’),,barae	eno	moto,Brazilians	3 PL.GEN	land,,,,,,,"<span style=""font-style:italic;""><i>barae</i></span>	<span style=""font-style:italic;""><i>eno</i></span>	<span style=""font-style:italic;""><i>moto</i></span>",Brazilians	3 PL.GEN	land,,2247,1
3658,,igt-2153,Jag vet inte något .,I do not know anything.,,Jag	vet	inte	något .,I	know	NEG	something,,,,,,,"<span style=""font-style:italic;""><i>Jag</i></span>	<span style=""font-style:italic;""><i>vet</i></span>	<span style=""font-style:italic;""><i>inte</i></span>	<span style=""font-style:italic; font-weight:bold;""><i><b>något</b></i></span> <span style=""font-style:italic;""><i>.</i></span>",I	know	NEG	something,,2341,1
3659,,igt-2154,Jag vet ingenting .,I know nothing.,,Jag	vet	ingenting .,I	know	nothing,,,,,,,"<span style=""font-style:italic;""><i>Jag</i></span>	<span style=""font-style:italic;""><i>vet</i></span>	<span style=""font-style:italic; font-weight:bold;""><i><b>ingenting</b></i></span> <span style=""font-style:italic;""><i>.</i></span>",I	know	nothing,,2341,1
3660,,2354,"`ulasga ""finger""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>`ulasga</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>",,,,,664,1
3661,,2355,"ARM: kene ""arm"" HAND: ma ""hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: kene</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: ma</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>",,,,,306,1
3662,,2356,"ARM: 'díkaa ""arm"" HAND: 'wã́bõ ""hand""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: 'díkaa</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: 'wã́bõ</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>",,,,,492,1
3663,,2357,"wayci̵ ""dedo""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>wayci̵</p>
</td>
<td>
<p>""dedo""</p>
</td>
</tr>
</table></div>",,,,,1435,1
3664,,2358,instrumental and comitative marker: kè (dè),,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>kè (dè)</dd>
  </dl>
</div>",,,,,2512,1
3665,,2359,instrumental and comitative marker: et,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental and comitative marker:</dt>
    <dd>et</dd>
  </dl>
</div>",,,,,2511,1
3666,,2360,"ARM: /asi ""hand, arm, handle, wing-tip feather"" HAND: /asi ""hand, arm, handle, wing-tip feather""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: /asi</p>
</td>
<td>
<p>""hand, arm, handle, wing-tip feather""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: /asi</p>
</td>
<td>
<p>""hand, arm, handle, wing-tip feather""</p>
</td>
</tr>
</table></div>",,,,,2361,1
3667,,2361,pronominal and adnominal identical: wot not yat near S near H away from H+S,,,,,,,,,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">wot</p>
<p class=""p1"">not</p>
<p class=""p1"">yat</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">near S</p>
<p class=""p1"">near H</p>
<p class=""p1"">away from H+S</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>",,,,,2385,1
3668,,2362,"nindjan ""doigt""",,,,,,,,,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>nindjan</p>
</td>
<td>
<p>""doigt""</p>
</td>
</tr>
</table></div>",,,,,272,1
3669,,igt-2155,t-,I we (exclusive),,t-,1 SG /1 PL .EXCL,,,,,,,t-,"<span class=""s1"">1</span>SG<span class=""s1"">/1</span>PL<span class=""s1"">.</span>EXCL","<div class=""comments"">
  
</div>",2449,1
3670,,igt-2156,ciy-,we (inclusive),,ciy-,1 PL .INCL,,,,,,,ciy-,"<span class=""s1"">1</span>PL<span class=""s1"">.</span>INCL","<div class=""comments"">
  
</div>",2449,1
3671,,2364,instrumental marker: -hampata,,,,,,,,,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-hampata</dd>
  </dl>
</div>",,,,,1485,1
3672,,igt-2157,yɛ,I we (exclusive),,yɛ,1sg/1pl.excl,,,,,,,<i>yɛ</i>,1sg/1pl.excl,"<div class=""comments"">
  
</div>",2406,1
3673,,igt-2158,hɛ,we (inclusive),,hɛ,1pl.incl,,,,,,,<i>hɛ</i>,1pl.incl,"<div class=""comments"">
  
</div>",2406,1
3674,,igt-2159,w-exe-jaha,'be',,w-exe-jaha,1.SUBJ.NON.COLL-be-NON.PST,,,,,,,w-exe-jaha,1.SUBJ.NON.COLL-be-NON.PST,"<div class=""comments"">
  <p> </p>
</div>",2520,1
3675,,igt-2160,w-exe-jaknano,'be',,w-exe-jaknano,1.SUBJ.NON.COLL-be-REC.PST,,,,,,,w-exe-jaknano,1.SUBJ.NON.COLL-be-REC.PST,"<div class=""comments"">
  <p> </p>
</div>",2520,1
3676,,igt-2161,w-exe-je,'be',,w-exe-je,1.SUBJ.NON.COLL-be-REM.PST,,,,,,,w-exe-je,1.SUBJ.NON.COLL-be-REM.PST,"<div class=""comments"">
  <p> </p>
</div>",2520,1
3677,,igt-2162,w-æh-ko,'be',,w-æh-ko,1.SUBJ.NON.COLL-be-IMM.PST,,,,,,,w-æh-ko,1.SUBJ.NON.COLL-be-IMM.PST,"<div class=""comments"">
  <p> </p>
</div>",2520,1
3678,,igt-2163,Owúsu - nõm,Owusu-s ((more than one person by that name)) Owusu and the people with him,,Owúsu - nõm,Owusu - PL,,,,,,,"Owúsu<span class=""s2"">-</span>nõm","Owusu<span class=""s2"">-</span>PL","<div class=""comments"">
  <p>(Redden &amp; Owusu &amp; et al. 1963:183 )</p>
</div>",2309,1
3679,,igt-2164,som,'be',,som,be.1.SG.PRES,,,,,,,som,be.1.SG.PRES,"<div class=""comments"">
  <p> a: 183,  </p>
</div>",1201,1
3680,,igt-2165,bude-m,'be',,bude-m,be.FUT-1.SG,,,,,,,bude-m,be.FUT-1.SG,"<div class=""comments"">
  <p> a: 183,  </p>
</div>",1201,1
