id,language_id,language_name,xhtml
2619,rad,Rade,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>kdiêng</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
2620,cur,Curripaco,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>no-kapiwana</p>
</td>
<td>
<p>""finger""</p>
</td>
</tr>
</table></div>"
2621,ame,Amele,
2622,kyl,Kayah Li,"<div class=""comments"">
  <p> </p>
</div>"
2623,tag,Tagalog,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: bisig</p>
</td>
<td>
<p>""arm ... the part of a person's body""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: kamáy</p>
</td>
<td>
<p>""hand ... the end part of the arm, which takes and holds
objects""</p>
</td>
</tr>
</table></div>"
2624,jaq,Jaqaru,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>upa</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> person’ human only</p>
</td>
</tr>
<tr>
<td>
<p><i>aka</i></p>
</td>
<td>
<p>‘this’</p>
</td>
</tr>
<tr>
<td>
<p><i>uka</i></p>
</td>
<td>
<p>‘that’, 3<sup>rd</sup> person non-human</p>
</td>
</tr>
</table></div>"
2625,myo,Mayo,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>suttu</p>
</td>
<td>
<p>""dedo""</p>
</td>
</tr>
</table></div>"
2626,hmo,Hmong Njua,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal identical:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">nuav</p>
<p class=""p1"">ntawm</p>
<p class=""p1"">tom</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">medial</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
2627,jaq,Jaqaru,
2628,com,Comorian,"<div class=""Example""><p><i>tshai</i></p></div>"
2629,gno,Guanano,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: ja'tʃɨ</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: wã'bõ bã'kã</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>"
2630,mrl,Murle,"<div class=""comments"">
  <p> </p>
</div>"
2631,so,So,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal differentiated:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">nin</p>
<p class=""p1"">nanɛn</p>
<p class=""p1"">(iɔɔn)</p>
</td>
<td class=""td11"" valign=""top"">
<p class=""p1"">=(n)in</p>
<p class=""p1"">=(n)anɛn</p>
<p class=""p1"">(=iɔɔn)</p>
</td>
<td class=""td11"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
<p class=""p1"">(particular)</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
2632,kha,Khalkha,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>-gVVr</dd>
  </dl>
</div>"
2633,hmb,Huambisa,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>tsara uwej</p>
</td>
<td>
<p>""dedo de la mano""</p>
</td>
</tr>
</table></div>"
2634,hin,Hindi,"<div class=""Example""><p><i>čāy</i></p></div>"
2635,egn,Engenni,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal differentiated:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">ạ̀nô</p>
<p class=""p1"">àkâ</p>
</td>
<td class=""td8"" valign=""top"">
<p class=""p1"">ạno</p>
<p class=""p1"">ako</p>
</td>
<td class=""td11"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">distal</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
2636,krw,Korowai,
2637,ram,Rama,
2638,ind,Indonesian,
2642,chc,Chechen,
2644,ckr,Canela-Krahô,"<div class=""example""><table class=""example""><tr>
        <td>
          <p>
            <span style=""font-style:italic;"">ŋapar</span>
          </p>
        </td>
        <td>
          <p>
            <span>'your nephew'</span>
          </p>
        </td>
      </tr>
    </table></div>"
2645,tug,Tuareg (Ahaggar),"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>d(ar)</dd>
  </dl>
</div>"
2646,myi,Mangarrayi,"<div class=""comments"">
  <dl>
    <dt>instrumental marker:</dt>
    <dd>0</dd>
  </dl>
</div>"
2647,jpn,Japanese,
2648,knd,Kannada,"<div class=""comments"">
  
</div>"
2649,arw,Armenian (Western),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>mad</p>
</td>
<td>
<p>""finger, key, matrix""</p>
</td>
</tr>
</table></div>"
2650,bsq,Basque,
2651,mlt,Maltese,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>hu</i> (M), <i>hi</i> (F)</p>
</td>
<td>
<p>‘3<sup>rd</sup> pronouns’</p>
</td>
</tr>
<tr>
<td>
<p><i>dan</i> (M), <i>din</i> (F)</p>
</td>
<td>
<p>‘proximate’</p>
</td>
</tr>
<tr>
<td>
<p><i>dak</i> (M), <i>dik</i> (F)</p>
</td>
<td>
<p>‘remote’</p>
</td>
</tr>
</table></div>"
2652,pia,Piaroa,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>o'doceh</p>
</td>
<td>
<p>""dedo""</p>
</td>
</tr>
</table></div>"
2653,mau,Maung,"<div class=""comments"">
  
</div>"
2654,pia,Piaroa,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>-hkuh</dd>
  </dl>
</div>"
2655,nti,Ngiti,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>nà</dd>
  </dl>
</div>"
2656,bre,Breton,"<div class=""Example""><p><i>te</i></p></div>"
2657,tmr,Temiar,
2658,klm,Klamath,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>lgawʹa˙waʹlʹ</p>
</td>
<td>
<p>""finger"" [dot under g]</p>
</td>
</tr>
</table></div>"
2659,grw,Greenlandic (West),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>manna</i></p>
</td>
<td>
<p>‘this’</p>
</td>
</tr>
<tr>
<td>
<p><i>una</i></p>
</td>
<td>
<p>‘that’</p>
</td>
</tr>
<tr>
<td>
<p><i>innga</i></p>
</td>
<td>
<p>‘yonder’, also used as 3<sup>rd</sup> pronouns, most commonly
<i>una</i> ‘that’</p>
</td>
</tr>
</table></div>"
2660,sel,Selknam,"<div class=""comments"">
  
</div>"
2661,tli,Tlingit,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>tîn</dd>
  </dl>
</div>"
2662,lat,Latvian,
2663,brh,Brahui,"<div class=""comments"">
  <p> </p>
</div>"
2664,khm,Khmer,"<div class=""Example""><p><i>tè</i></p></div>"
2665,chl,Chehalis (Upper),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: čálš</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: čálš</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
</table></div>"
2666,kse,Koyraboro Senni Songhay,"<div class=""comments"">
  <p> </p>
</div>"
2667,kmh,Kham,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: 'kwi</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: 'kwi</p>
</td>
<td>
<p>""hand, arm""</p>
</td>
</tr>
</table></div>"
2668,efi,Efik,"<div class=""comments"">
  <dl>
    <dt>comitative marker:</dt>
    <dd>ye</dd>
  </dl>
</div>"
2669,teh,Tehuelche,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: horsh</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>ar</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: ctsen</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>"
2670,aht,Ahtna,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: -ggaane'</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: -la'</p>
</td>
<td>
<p>""hand; limb, foreleg of quadruped""</p>
</td>
</tr>
</table></div>"
2671,kob,Kobon,"<div class=""comments"">
  <p> –208</p>
</div>"
2672,knr,Kanuri,"<div class=""comments"">
  <p>(Hutchinson 1981: 208)</p>
</div>"
2673,nep,Nepali,"<div class=""Example"">
<table class=""example"">
<tr>
<td>
<p><i>hajūr</i></p>
</td>
<td>
<p>2nd sg. hhon.</p>
</td>
<td>
<p>- indicates higher honorificity, more politeness than</p>
<p>the ""high grade honorific""; used by Vaisyas and Sudras</p>
<p>to address Brahmans (all ages)</p>
</td>
</tr>
<tr>
<td>
<p><i>sarkār</i></p>
</td>
<td>
<p>2nd sg. hhon.</p>
</td>
<td>
<p>- very polite address form used by Brahmans to</p>
<p>address royalty</p>
</td>
</tr>
<tr>
<td>
<p><i>tã</i></p>
</td>
<td>
<p>2nd sg. infer.</p>
</td>
<td>
<p>- lowest level of respect, used to address inferiors, e.g.</p>
<p>members of the Brahman caste to Sudras juniors</p>
</td>
</tr>
<tr>
<td>
<p><i>tapāĩ</i></p>
</td>
<td>
<p>2nd sg. hon.</p>
</td>
<td>
<p>- used as polite address (high grade honorific) from</p>
<p>members of the Brahman caste to Vaisyas (seniors) and</p>
<p>Brahman (peers); informal, the formal variant is <i>yahã</i></p>
</td>
</tr>
<tr>
<td>
<p><i>timī</i></p>
</td>
<td>
<p>2nd sg.</p>
</td>
<td>
<p>- mid grade honorific, used to address equals and</p>
<p>inferiors, e.g. member of the brahman caste to Sudras</p>
<p>(peer/ senior), to Vaisyas (peer/ junior), to Brahman</p>
<p>(junior)</p>
</td>
</tr>
<tr>
<td>
<p><i>yahã</i></p>
</td>
<td>
<p>2nd sg. hhon.</p>
</td>
<td>
<p>- literally 'here'; formal variant of high grade honorific</p>
</td>
</tr>
</table></div>"
2674,ksa,Keresan (Santa Ana),"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: -ýû΄ḿI</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: -ḿAsdi</p>
</td>
<td>
<p>""hand, finger""</p>
</td>
</tr>
<tr>
<td>
<p>háḿAsdíʔini</p>
</td>
<td>
<p>""hand, finger""</p>
</td>
</tr>
</table></div>"
2675,ndy,Ndyuka,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal differentiated:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td4"" valign=""top"">
<p class=""p1"">disi</p>
<p class=""p1"">dati</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">ART NOUN ya</p>
<p class=""p1"">ART NOUN de</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">proximal</p>
<p class=""p1"">contrastive</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""> </p>
<p class=""p1""> </p></div>"
2676,tml,Tamil,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>viral</p>
</td>
<td>
<p>""finger, toe""</p>
</td>
</tr>
</table></div>"
2677,rut,Rutul,"<div class=""comments"">
  <p>(Makhmudova 2001: 19-20, 27)</p>
</div>"
2678,hop,Hopi,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: ma'at</p>
</td>
<td>
<p>""his hand, his arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: ma'at</p>
</td>
<td>
<p>""his hand, his arm""</p>
</td>
</tr>
</table></div>"
2679,fin,Finnish,
2843,amh,Amharic,"<div class=""Example""><p><i>tchay</i></p></div>"
2680,ice,Icelandic,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>Nominative: </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">hest-ur </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>Accusative: </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">hest </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>Genitive: </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">hest-s </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p>Dative: </p>
        </td>
        <td style=""vertical-align:top; padding-left:0.075in; padding-right:0.075in; padding-top:0in; padding-bottom:0in; border-style:none;"">
          <p style=""font-style:italic;"">hest-i </p>
        </td>
      </tr>
    </table>
  </div>
  
"
2681,sra,Sranan,"<div class=""Example""><p><i>te</i></p></div>"
2682,lus,Lushootseed,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>s dex=al=qs-ačiʔ</p>
</td>
<td>
<p>""fingers"" [see source for correct, detailed transcription]</p>
</td>
</tr>
</table></div>"
2683,for,Fore,
2684,tty,Tatuyo,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: ri'ká</p>
</td>
<td>
<p>""arm""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: wã'bṍ</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>"
2685,lan,Lango,"<div class=""Example""><p class=""p1""> </p>
<p class=""p1"">pronominal and adnominal differentiated:</p>
<p class=""p1""> </p>
<table cellpadding=""0"" cellspacing=""0"" class=""t1"">
<tbody>
<tr>
<td class=""td13"" valign=""top"">
<p class=""p1"">mân</p>
<p class=""p1"">mánô</p>
<p class=""p1"">mácâ</p>
</td>
<td class=""td8"" valign=""top"">
<p class=""p1"">=nɪ̀</p>
<p class=""p1"">=nò</p>
<p class=""p1"">=cà / =kà</p>
</td>
<td class=""td7"" valign=""top"">
<p class=""p1"">near S</p>
<p class=""p1"">near H</p>
<p class=""p1"">away from S+H</p>
</td>
</tr>
</tbody>
</table>
<p class=""p1""><b> </b></p>
<p class=""p1""> </p></div>"
2686,pin,Pintupi,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: waku</p>
</td>
<td>
<p>""the arm from the writs to the shoulder. Right side or hand.
Also</p>
<p>upper arm muscle both right and left""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: mara</p>
</td>
<td>
<p>""hand, finger, front paw of animals""</p>
</td>
</tr>
<tr>
<td>
<p>mulku<u>t</u>u</p>
</td>
<td>
<p>""hand, finger, front paw of animal""</p>
</td>
</tr>
</table></div>"
2687,pms,Paamese,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p><i>kaie</i></p>
</td>
<td>
<p>‘3<sup>rd</sup> pronoun’</p>
</td>
</tr>
<tr>
<td>
<p><i>-ke</i></p>
</td>
<td>
<p>‘proximate’</p>
</td>
</tr>
<tr>
<td>
<p><i>-neke</i></p>
</td>
<td>
<p>‘remote’</p>
</td>
</tr>
</table></div>"
2688,lin,Lingala,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td>
          <p>
            <span />
          </p>
        </td>
        <td>
          <p>
            <span style=""font-variant: small-caps;"">singular</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-variant: small-caps;"">plural</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span>1</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">ná-sál-a</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">á-sál-a</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span>2</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">ó-sál-a</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">bó-sál-a</span>
          </p>
        </td>
      </tr>
      <tr>
        <td>
          <p>
            <span>3</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">tó-sál-a</span>
          </p>
        </td>
        <td>
          <p>
            <span style=""font-style:italic;"">bá-sál-a</span>
          </p>
        </td>
      </tr>
    </table>
  </div>
  
"
2689,pau,Paumarí,"<div class=""Example""><p>3<sup>rd</sup> pronouns same as demonstratives</p>
<table class=""example"">
<tr>
<td>
<p><i>hada</i> (M), <i>hida</i> (F)</p>
</td>
<td>
<p>’near 1’</p>
</td>
</tr>
<tr>
<td>
<p><i>o</i> (M), <i>oni</i> (F)</p>
</td>
<td>
<p>‘near 2’</p>
</td>
</tr>
<tr>
<td>
<p><i>ada</i> (M), <i>ida</i> (F)</p>
</td>
<td>
<p>’distant’</p>
</td>
</tr>
</table></div>"
2690,moc,Moca,"<div class=""Example""><table class=""example"">
<tr>
<td>
<p>ARM: hìro</p>
</td>
<td>
<p>""arm, cubit""</p>
</td>
</tr>
<tr>
<td>
<p>HAND: kišò</p>
</td>
<td>
<p>""hand""</p>
</td>
</tr>
</table></div>"
2691,kik,Kikuyu,"<div class=""Example""><p><i>cai</i></p></div>"
2692,lkt,Lakhota,"<div class=""example"">
    <table border=""0"">
      
      <tr>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p>i </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p>u </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p>ĩ </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p>ũ </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p>e </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p>o </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
      </tr>
      <tr>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p>a </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p>ã </p>
        </td>
        <td style=""vertical-align:top; padding:0.075in; border-style:none;"">
          <p> </p>
        </td>
      </tr>
    </table>
  </div>
  
"
